uid,walletx2,max_priv_intermediary,max_priv_gov,max_priv_public,banklike,ir_studyr,male,topcoder,expectpricedown,open_source_browser,am_privacy_peers,am_privacy_int,am_privacy_gov,trust_gov,trust_startup,trust_retailer,es_pub,es_int,es_gov,rpgpextra,sb_cashing_out_btc_05,rmatrix,fw_notracePEERS,fw_notraceISP,fw_notraceGOV,wallet_order,first_wallet,rblockchain1,relectrum1,rcoinbase1,rcircle1,rblockchain2,relectrum2,rcoinbase2,rcircle2,rblockchain3,relectrum3,rcoinbase3,rcircle3,rblockchain4,relectrum4,rcoinbase4,rcircle4,best_priv_public_n1st,best_priv_int_n1st,best_priv_gov_n1st
614,Electrum,1,1,0,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,4,2,2,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
615,Blockchain,1,0,0,0,4,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5,3,5,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
616,Electrum,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,3,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
617,Electrum,1,1,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,5,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
618,Coinbase,0,0,1,1,4,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,3,2,3,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
619,Coinbase,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,3,4,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
620,Circle,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,3,3,2,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
621,Coinbase,0,0,1,1,3,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,5,5,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
622,Electrum,1,1,0,0,4,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,4,1,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
623,Electrum,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,3,4,4,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
624,Coinbase,0,0,1,1,2,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,3,4,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
625,Circle,0,0,1,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,5,4,1,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
626,Blockchain,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,4,4,['Coinbase' 'Blockchain' 'Electrum' 'Circle'],Coinbase,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
627,Blockchain,1,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,3,5,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
628,Coinbase,0,0,1,1,4,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,3,3,5,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
629,Electrum,1,1,0,0,3,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,5,2,4,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
630,Blockchain,1,0,0,0,4,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,2,1,5,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
631,Circle,0,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,5,3,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
632,Blockchain,1,0,0,0,4,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,3,2,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
633,Blockchain,1,0,0,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2,3,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
634,Electrum,1,1,0,0,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,4,3,2,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
635,Electrum,1,1,0,0,3,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,4,4,3,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
636,Blockchain,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,4,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
637,Coinbase,0,0,1,1,3,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,3,2,2,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
638,Blockchain,1,0,0,0,3,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,3,4,1,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
639,Electrum,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,3,5,5,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
640,Blockchain,1,0,0,0,2,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,2,3,2,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
641,Circle,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
642,Electrum,1,1,0,0,3,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,4,4,2,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
643,Electrum,1,1,0,0,2,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,4,4,3,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
644,Coinbase,0,0,1,1,4,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,5,5,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
645,Circle,0,0,1,1,2,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,2,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
646,Circle,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,2,1,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
647,Electrum,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,5,2,5,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
648,Blockchain,1,0,0,0,3,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,2,2,3,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
649,Blockchain,1,0,0,0,4,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3,1,5,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
650,Electrum,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,3,2,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
651,Circle,0,0,1,1,3,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,5,4,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
652,Blockchain,1,0,0,0,4,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,3,5,1,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
653,Electrum,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,5,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
654,Circle,0,0,1,1,2,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,4,3,3,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
655,Electrum,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,3,4,4,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
656,Coinbase,0,0,1,1,2,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,3,1,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
657,Blockchain,1,0,0,0,4,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,2,2,4,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
658,Electrum,1,1,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,4,2,3,['Blockchain' 'Coinbase' 'Electrum' 'Circle'],Blockchain,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
659,Electrum,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,5,5,1,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
660,Coinbase,0,0,1,1,2,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,2,3,1,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
661,Blockchain,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,4,5,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
662,Blockchain,1,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,5,1,1,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
663,Circle,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
664,Coinbase,0,0,1,1,3,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2,3,2,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
665,Blockchain,1,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,3,2,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
666,Blockchain,1,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,3,1,4,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
667,Blockchain,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,3,1,3,['Coinbase' 'Blockchain' 'Circle' 'Electrum'],Coinbase,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
668,Circle,0,0,1,1,3,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,4,4,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
669,Circle,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,1,['Circle' 'Blockchain' 'Coinbase' 'Electrum'],Circle,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
670,Coinbase,0,0,1,1,3,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,5,4,4,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
671,Coinbase,0,0,1,1,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,3,4,4,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
672,Circle,0,0,1,1,4,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,5,1,2,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
673,Electrum,1,1,0,0,3,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,2,2,2,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
674,Coinbase,0,0,1,1,4,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,5,5,4,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
675,Blockchain,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,5,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
676,Coinbase,0,0,1,1,2,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3,1,2,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
677,Electrum,1,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,2,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
678,Circle,0,0,1,1,4,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,5,2,2,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
679,Circle,0,0,1,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,4,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
680,Circle,0,0,1,1,4,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,3,5,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
681,Electrum,1,1,0,0,2,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,4,1,5,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
682,Circle,0,0,1,1,3,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,4,1,5,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
683,Blockchain,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,5,1,5,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
684,Coinbase,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,2,1,1,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
685,Coinbase,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,3,4,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
686,Electrum,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,5,5,4,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
687,Circle,0,0,1,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,3,5,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
688,Coinbase,0,0,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,2,4,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
689,Blockchain,1,0,0,0,3,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,3,3,5,['Blockchain' 'Circle' 'Electrum' 'Coinbase'],Blockchain,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
690,Electrum,1,1,0,0,4,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,5,2,2,['Circle' 'Coinbase' 'Electrum' 'Blockchain'],Circle,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
691,Coinbase,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,3,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
692,Blockchain,1,0,0,0,4,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,3,5,3,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
693,Circle,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,4,5,2,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
694,Coinbase,0,0,1,1,3,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,4,4,1,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
695,Coinbase,0,0,1,1,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,4,2,4,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
696,Circle,0,0,1,1,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,4,5,['Circle' 'Blockchain' 'Electrum' 'Coinbase'],Circle,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1
697,Coinbase,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,2,3,3,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
698,Blockchain,1,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,5,3,3,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
699,Blockchain,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
700,Blockchain,1,0,0,0,2,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,5,4,3,['Coinbase' 'Electrum' 'Circle' 'Blockchain'],Coinbase,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
701,Coinbase,0,0,1,1,2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,4,1,3,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
702,Blockchain,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,5,4,3,['Coinbase' 'Circle' 'Electrum' 'Blockchain'],Coinbase,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
703,Coinbase,0,0,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,3,['Electrum' 'Coinbase' 'Circle' 'Blockchain'],Electrum,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
704,Electrum,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,4,3,1,['Circle' 'Electrum' 'Coinbase' 'Blockchain'],Circle,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
705,Electrum,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,4,5,3,['Electrum' 'Blockchain' 'Circle' 'Coinbase'],Electrum,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
706,Blockchain,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,5,2,4,['Blockchain' 'Electrum' 'Coinbase' 'Circle'],Blockchain,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
707,Coinbase,0,0,1,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,1,4,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
708,Coinbase,0,0,1,1,3,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,2,3,3,['Blockchain' 'Electrum' 'Circle' 'Coinbase'],Blockchain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
709,Blockchain,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,5,2,1,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
710,Blockchain,1,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,4,1,['Electrum' 'Circle' 'Blockchain' 'Coinbase'],Electrum,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
711,Blockchain,1,0,0,0,3,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,2,4,2,['Electrum' 'Coinbase' 'Blockchain' 'Circle'],Electrum,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
712,Circle,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,4,3,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
713,Blockchain,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,4,3,3,['Circle' 'Coinbase' 'Blockchain' 'Electrum'],Circle,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
714,Circle,0,0,1,1,4,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,5,1,3,['Blockchain' 'Coinbase' 'Circle' 'Electrum'],Blockchain,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
715,Blockchain,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,5,1,2,['Blockchain' 'Circle' 'Coinbase' 'Electrum'],Blockchain,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
716,Coinbase,0,0,1,1,4,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,2,4,4,['Electrum' 'Circle' 'Coinbase' 'Blockchain'],Electrum,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
717,Electrum,1,1,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,3,1,2,['Coinbase' 'Circle' 'Blockchain' 'Electrum'],Coinbase,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
718,Coinbase,0,0,1,1,2,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,4,5,1,['Circle' 'Electrum' 'Blockchain' 'Coinbase'],Circle,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
719,Electrum,1,1,0,0,2,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,3,2,5,['Coinbase' 'Electrum' 'Blockchain' 'Circle'],Coinbase,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
720,Circle,0,0,1,1,2,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,5,5,5,['Electrum' 'Blockchain' 'Coinbase' 'Circle'],Electrum,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
